rewards,progresses,cross_track_errors,timesteps,durations,collisions,goals_reached
-1597.9012206733087,0.23639914508533177,119.58205423428522,739.0,739.0,1.0,1294
-2660.3036708598174,0.0,210.6755695358531,1906.0,1906.0,1.0,1294
-1477.7115637974882,0.0,139.98477132033497,2002.0,2002.0,0.0,1294
-1427.8255770876724,0.27324474660087145,212.63738885992993,2002.0,2002.0,0.0,1294
-1535.9715477240331,0.0,116.01104837772631,2002.0,2002.0,0.0,1294
-1192.1927634386734,0.4126017561697214,69.5539469124894,441.0,441.0,1.0,1294
-1721.0706713901473,0.0,142.84143015030548,2002.0,2002.0,0.0,1294
-1557.1235849959105,0.0,171.32790613667547,2002.0,2002.0,0.0,1294
-1850.3289836726362,0.5301001696996149,103.90284168523365,1493.0,1493.0,1.0,1294
-1105.7862148441616,0.5750324111473752,42.54801630906311,381.0,381.0,1.0,1294
-966.8879001327001,0.2451728523041421,14.325876696329333,233.0,233.0,1.0,1294
-1225.690329980535,0.12034807877523451,33.54564388608007,367.0,367.0,1.0,1294
-1535.9715477240331,0.0,116.01104837772631,2002.0,2002.0,0.0,1294
-1192.1927634386734,0.4126017561697214,69.5539469124894,441.0,441.0,1.0,1294
-1721.0706713901473,0.0,142.84143015030548,2002.0,2002.0,0.0,1294
-1028.1774214129966,0.4543890611963565,37.30823897146931,371.0,371.0,1.0,1294
-1304.0296242872923,0.2528595912942177,68.49916214491056,532.0,532.0,1.0,1294
-940.6211643870922,0.266424473328866,5.029374084901329,213.0,213.0,1.0,1294
-2106.3161138791556,0.43755069785664846,218.73471514497302,1285.0,1285.0,1.0,1294
-1225.690329980535,0.12034807877523451,33.54564388608007,367.0,367.0,1.0,1294
-1751.9548270500713,0.135176305723858,134.1859316101642,1026.0,1026.0,1.0,1294
-8.19526353355116,0.9905996909722758,28.66694508536799,706.0,706.0,0.0,1294
-938.1358477481283,0.42779525936365664,17.756690177557193,371.0,371.0,1.0,1294
-260.1755137702772,0.9904456355206365,46.29096630150656,1271.0,1271.0,0.0,1294
-1254.1045304680772,0.9905805586269893,201.23190640052746,1539.0,1539.0,0.0,1294
-1051.4487048358808,0.46687712471518333,46.2811569323134,417.0,417.0,1.0,1294
-1165.5756780716754,0.3905304191184823,40.816732687152175,548.0,548.0,1.0,1294
-1083.8101528457357,0.9900175500932995,197.3246655798992,1496.0,1496.0,0.0,1294
-1195.449384502259,0.3737595398498729,70.45509678443055,440.0,440.0,1.0,1294
-1373.4607865734413,0.7320407963825186,81.59232543071671,847.0,847.0,1.0,1294
-346.8550394394112,0.990479202819547,83.19394315842185,898.0,898.0,0.0,1294
-421.8810157213975,0.990322455076277,76.1308978553186,861.0,861.0,0.0,1294
-1044.9719069771206,0.3581384537568456,48.5719183745359,391.0,391.0,1.0,1294
99.9934146880664,0.9905915420252879,19.803706403416232,676.0,676.0,0.0,1294
-1224.4121695728902,0.5642511859655704,77.3977125387018,501.0,501.0,1.0,1294
117.84237437996971,0.9912510311109607,18.966067909766576,860.0,860.0,0.0,1294
122.66987585548054,0.9907291681359045,11.522309424103419,808.0,808.0,0.0,1294
-147.802065537586,0.9906796926659411,33.39129937139526,1004.0,1004.0,0.0,1294
-1174.9207875230966,0.6994911400116075,41.257319783000966,639.0,639.0,1.0,1294
-1429.7946324258694,0.5735316852518798,105.80736744589287,700.0,700.0,1.0,1294
143.70489904250078,0.9907345035260736,16.996931390767312,841.0,841.0,0.0,1294
-195.1935783745643,0.9902138588386776,47.42986985357293,977.0,977.0,0.0,1294
-194.5094718419753,0.9905139899894245,46.58730692382491,978.0,978.0,0.0,1294
-149.57876974479598,0.9906114059382736,41.72471929411106,1048.0,1048.0,0.0,1294
-912.5330978327985,0.28975894364646865,12.140058303908846,307.0,307.0,1.0,1294
-1054.8348844036113,0.19695394342440564,13.159277965576083,289.0,289.0,1.0,1294
-1451.7402944895866,0.6864437971519602,99.43183154486428,739.0,739.0,1.0,1294
-586.5022672186393,1.0005932900906054,111.59578672265137,894.0,894.0,0.0,1294
143.70489904250078,0.9907345035260736,16.996931390767312,841.0,841.0,0.0,1294
-195.1935783745643,0.9902138588386776,47.42986985357293,977.0,977.0,0.0,1294
-1007.4689649754848,0.5521666107559411,36.85357787156778,434.0,434.0,1.0,1294
-149.57876974479598,0.9906114059382736,41.72471929411106,1048.0,1048.0,0.0,1294
-912.5330978327985,0.28975894364646865,12.140058303908846,307.0,307.0,1.0,1294
-282.67116423478484,0.9907099727876881,71.0872027088672,990.0,990.0,0.0,1294
-1451.7402944895866,0.6864437971519602,99.43183154486428,739.0,739.0,1.0,1294
-1007.4803356048922,0.43374068542985517,34.02429502014242,315.0,315.0,1.0,1294
143.70489904250078,0.9907345035260736,16.996931390767312,841.0,841.0,0.0,1294
-195.1935783745643,0.9902138588386776,47.42986985357293,977.0,977.0,0.0,1294
-1090.843399789229,0.30152901095483065,32.973407675258066,410.0,410.0,1.0,1294
-387.4676769164482,0.9905498049036868,82.1086360064661,924.0,924.0,0.0,1294
0.8569841416563668,0.9902178753742994,23.16391549992726,762.0,762.0,0.0,1294
-282.67116423478484,0.9907099727876881,71.0872027088672,990.0,990.0,0.0,1294
-956.1706032304459,0.630836411348553,21.350636092433813,399.0,399.0,1.0,1294
-1090.3635501228764,0.2218149634064712,39.087487924230665,320.0,320.0,1.0,1294
-111.5194322269687,0.9910684106337837,29.415082635743378,1025.0,1025.0,0.0,1294
-30.336964936055892,0.9908524020993927,29.195524054532314,879.0,879.0,0.0,1294
