rewards,progresses,cross_track_errors,timesteps,durations,collisions,goals_reached
-403.23586287515,1.0001189470605345,98.39902998968783,848.0,848.0,0.0,4233
-367.6296560294765,0.9988529197398369,86.78953056706843,835.0,835.0,0.0,4233
-1955.5703709560985,0.1929901924863875,145.51628195866795,1330.0,1330.0,1.0,4233
-1425.011309419758,0.0,84.38395030224441,459.0,459.0,1.0,4233
-1714.9849120597275,0.16843717999659105,306.5800644080634,2002.0,2002.0,0.0,4233
-1587.7250374005434,0.05226761679475148,128.2186958080254,714.0,714.0,1.0,4233
-639.4996480481763,0.9992918002977909,123.34723340832731,1448.0,1448.0,0.0,4233
-1724.3032868802948,0.1331981437059296,258.3039781504024,2002.0,2002.0,0.0,4233
29.891545217294706,0.9903117313189888,30.030726415145686,834.0,834.0,0.0,4233
-1375.1906399119212,0.0555760422626224,92.47942591712207,428.0,428.0,1.0,4233
-297.42240173696337,0.9904529987130539,59.230033498312466,1014.0,1014.0,0.0,4233
-1244.5506347433018,0.19795625190863542,47.73376013391468,493.0,493.0,1.0,4233
-1706.2125265505554,0.47470702473837256,136.0656555055493,910.0,910.0,1.0,4233
-1037.2158873083206,0.275987086509853,31.946032554870264,332.0,332.0,1.0,4233
-1011.003278445898,0.9905540114896305,201.06048971568964,1338.0,1338.0,0.0,4233
-1185.5309751627917,0.9908669903006663,170.09716335897514,1639.0,1639.0,0.0,4233
-269.4343741320221,0.9904650121869099,84.20457745276273,738.0,738.0,0.0,4233
-929.1860665615337,0.5361530747222751,15.28889945556923,414.0,414.0,1.0,4233
-324.53706591845986,1.000248042805225,50.175572637241,873.0,873.0,0.0,4233
-955.9808307073316,0.5328448443027733,18.615380175717622,417.0,417.0,1.0,4233
-1060.6537397274533,0.1550835758959188,41.22237107686078,147.0,147.0,1.0,4233
-959.761809041465,0.9907897723380173,114.14698197184575,1521.0,1521.0,0.0,4233
53.791559876625854,0.9910968160480416,25.251850857630956,767.0,767.0,0.0,4233
-231.86560376918789,0.9905635025094798,56.8098327852089,1033.0,1033.0,0.0,4233
-269.4343741320221,0.9904650121869099,84.20457745276273,738.0,738.0,0.0,4233
-929.1860665615337,0.5361530747222751,15.28889945556923,414.0,414.0,1.0,4233
-957.0266670583737,0.5200346950608147,20.634413534479044,367.0,367.0,1.0,4233
-955.9808307073316,0.5328448443027733,18.615380175717622,417.0,417.0,1.0,4233
-1060.6537397274533,0.1550835758959188,41.22237107686078,147.0,147.0,1.0,4233
167.87621068250678,0.9906358806808744,15.525432258659777,688.0,688.0,0.0,4233
53.791559876625854,0.9910968160480416,25.251850857630956,767.0,767.0,0.0,4233
-926.1362678510283,0.253560810864156,16.817174314280425,302.0,302.0,1.0,4233
-506.2827253900513,0.9905925314287441,78.2563640261037,1179.0,1179.0,0.0,4233
-417.7596647567229,1.001061482772499,112.65251069956534,713.0,713.0,0.0,4233
-1184.8898796221608,0.0,47.95802916670903,359.0,359.0,1.0,4233
-1560.841807806765,0.9178797439775439,115.93101025165413,972.0,972.0,1.0,4233
-1060.6537397274533,0.1550835758959188,41.22237107686078,147.0,147.0,1.0,4233
-1075.7514346965813,0.19450264033651393,36.422292181171414,373.0,373.0,1.0,4233
-87.07992374699627,0.9902602334449404,32.40422207512928,1042.0,1042.0,0.0,4233
-1214.5404202942088,0.5294145661526836,54.711335544985396,659.0,659.0,1.0,4233
-978.3308331487272,0.5873016817051048,30.56923692653435,493.0,493.0,1.0,4233
-417.7596647567229,1.001061482772499,112.65251069956534,713.0,713.0,0.0,4233
-1229.500151702098,0.4676637833739054,66.04370713010525,634.0,634.0,1.0,4233
-1159.0225332656573,0.14850343826915313,44.43226491999957,388.0,388.0,1.0,4233
-1060.6537397274533,0.1550835758959188,41.22237107686078,147.0,147.0,1.0,4233
-1075.7514346965813,0.19450264033651393,36.422292181171414,373.0,373.0,1.0,4233
-1239.452160022143,0.3676088688322623,60.225124693921465,532.0,532.0,1.0,4233
-394.681391727667,1.0007532047506287,74.6364404426905,725.0,725.0,0.0,4233
99.21521887395588,0.9906674899071561,27.37328575029368,659.0,659.0,0.0,4233
-851.6956748603893,1.0012772284978468,146.65551142628334,1182.0,1182.0,0.0,4233
-1233.7886231605241,0.5894344185568814,50.46729911744939,863.0,863.0,1.0,4233
-1159.0225332656573,0.14850343826915313,44.43226491999957,388.0,388.0,1.0,4233
-1227.6192486459827,0.9449241512977488,120.9791798610452,2002.0,2002.0,0.0,4233
-896.4719277106029,0.9900249595087999,133.89696512253494,1497.0,1497.0,0.0,4233
-219.86008510560308,0.9913828745036891,61.664413116977684,864.0,864.0,0.0,4233
-1212.1051121452172,0.35595117760063477,83.92120165934658,433.0,433.0,1.0,4233
99.21521887395588,0.9906674899071561,27.37328575029368,659.0,659.0,0.0,4233
-400.74547039494917,0.9995306772682503,83.65076539580922,933.0,933.0,0.0,4233
-1233.7886231605241,0.5894344185568814,50.46729911744939,863.0,863.0,1.0,4233
-1225.650105715426,0.3146841643233867,62.50923380130148,413.0,413.0,1.0,4233
-1227.6192486459827,0.9449241512977488,120.9791798610452,2002.0,2002.0,0.0,4233
-896.4719277106029,0.9900249595087999,133.89696512253494,1497.0,1497.0,0.0,4233
-1102.8728845885814,0.5654794748258047,54.11293234513016,520.0,520.0,1.0,4233
-1279.3621437073048,0.5159315368388901,81.85147840414285,586.0,586.0,1.0,4233
-1343.820861406634,0.0,75.71514893724606,599.0,599.0,1.0,4233
9.010877253737313,0.9901637343514215,30.485042540586438,770.0,770.0,0.0,4233
