rewards,progresses,cross_track_errors,timesteps,durations,collisions,goals_reached
-1744.7511232957029,0.032172661685245754,308.9011634906631,2002.0,2002.0,0.0,4302
-1331.7217020338421,0.5937616150271811,67.37078482289562,1012.0,1012.0,1.0,4302
-1187.134249278329,0.12302408340899693,44.38124895440907,385.0,385.0,1.0,4302
-1382.642895335356,0.0,122.03598209781006,2002.0,2002.0,0.0,4302
-1659.260048761094,0.0,98.59827831532844,2002.0,2002.0,0.0,4302
-1012.1612332331816,0.8327140254785746,27.11312741958972,742.0,742.0,1.0,4302
-1089.288916813664,0.12983860019345908,30.11653359192491,275.0,275.0,1.0,4302
-1769.9719112500343,0.0,185.43356571330392,2002.0,2002.0,0.0,4302
-961.4985402941401,0.2673224916257744,14.738844205211903,232.0,232.0,1.0,4302
-1063.3259481685852,0.9900678211538585,219.8638564107196,1338.0,1338.0,0.0,4302
-1558.6532780660425,0.8186276268057683,220.6480667203596,2002.0,2002.0,0.0,4302
-1131.827061950618,0.20875858559697616,29.010745779719745,357.0,357.0,1.0,4302
-1196.4154676381324,1.0008719295838477,183.9484696360473,1581.0,1581.0,0.0,4302
-1072.8664164009324,0.5170848455745325,31.523566231399833,618.0,618.0,1.0,4302
-1655.6665042675409,0.756718293129181,119.16462498845434,901.0,901.0,1.0,4302
-1943.8642533446082,0.4981675601889916,89.246866595579,1899.0,1899.0,1.0,4302
-1032.889645019847,0.35086900056368314,47.68823979167119,370.0,370.0,1.0,4302
-1063.3259481685852,0.9900678211538585,219.8638564107196,1338.0,1338.0,0.0,4302
-1041.943438242725,0.3877189365087544,34.17673588493651,267.0,267.0,1.0,4302
-1131.827061950618,0.20875858559697616,29.010745779719745,357.0,357.0,1.0,4302
-1048.569192674494,0.14203949614644862,13.359089532242134,187.0,187.0,1.0,4302
-749.8488057367549,0.9906948919235022,162.0396103289391,1085.0,1085.0,0.0,4302
-1018.3791411557916,0.5394014978512882,42.52447395597056,435.0,435.0,1.0,4302
0.9912717687417886,0.990870289120675,37.475474243493814,803.0,803.0,0.0,4302
-1093.4814242615096,0.27772527780072565,28.073650230829504,454.0,454.0,1.0,4302
-178.25563611660385,0.9900554514106942,44.19252646782569,928.0,928.0,0.0,4302
-965.7497034376527,0.5693442272985311,7.285840882902624,285.0,285.0,1.0,4302
-1014.4760457298534,0.9900773514078,174.94403891969455,1371.0,1371.0,0.0,4302
-1048.569192674494,0.14203949614644862,13.359089532242134,187.0,187.0,1.0,4302
-749.8488057367549,0.9906948919235022,162.0396103289391,1085.0,1085.0,0.0,4302
-1018.3791411557916,0.5394014978512882,42.52447395597056,435.0,435.0,1.0,4302
-1211.5591282768773,0.0,31.14630396857363,472.0,472.0,1.0,4302
83.3128095558545,0.9903217100752767,22.038563959729565,841.0,841.0,0.0,4302
-1427.9206727357775,0.0,40.89418622197783,644.0,644.0,1.0,4302
-996.3598623407773,0.27523603603827523,23.30363712988325,194.0,194.0,1.0,4302
239.5983863938766,0.9902167695488864,6.751666558184753,715.0,715.0,0.0,4302
-446.3820259191982,1.0008858396669884,91.16567886067652,819.0,819.0,0.0,4302
-958.1773481406274,0.9903878511089113,136.68552287728753,1472.0,1472.0,0.0,4302
-211.26580527203143,0.9900636214492022,46.5922375901345,966.0,966.0,0.0,4302
